ID_Mahasiswa ;Label;Nilai_Matematika;Nilai_Biologi;Nilai_Fisika;Nilai_Kimia ;Nilai_English;Kognitif_Skills;Creativity_Innovation;Communication_Collaboration;Adaptation_DecisionMaking;Tech_Coding_Interest;Research_Data_Interest;Problem_Solving_Interest ;Creative_Social_Skills ;Field_Work_Interest ;Leadership_Skills ;Preference for Practical Work
P006;Farmasi;77;99;62;100;76;88;75;82;92;0;1;1;0;0;1;1
P007;Farmasi;77;96;61;93;81;84;83;86;92;0;1;1;0;1;1;1
P008;Farmasi;74;92;64;93;82;82;72;81;94;0;0;1;0;0;1;1
P009;Farmasi;79;95;61;99;75;81;75;85;87;0;0;1;0;1;1;1
P010;Farmasi;74;99;63;99;78;81;74;91;90;1;1;1;0;1;1;1
P011;Farmasi;71;95;62;96;83;81;75;90;92;1;0;1;0;0;1;1
P012;Farmasi;77;91;61;99;82;82;84;86;85;0;0;1;0;1;1;1
P013;Farmasi;74;95;68;94;85;83;79;81;81;0;1;1;0;1;1;1
P014;Farmasi;75;91;66;95;80;82;83;88;93;1;0;0;1;0;1;0
P015;Farmasi;80;91;70;91;76;80;80;89;81;0;0;1;1;0;0;1
P016;Farmasi;72;97;67;97;77;85;80;92;91;0;0;1;0;0;0;1
P017;Farmasi;79;92;68;90;83;85;76;91;87;0;0;1;0;0;1;1
P018;Farmasi;70;90;60;93;75;85;84;90;95;0;0;1;0;1;1;1
P019;Farmasi;74;99;70;92;83;84;83;90;93;0;0;1;0;1;1;1
P020;Farmasi;76;98;61;100;75;88;73;81;89;0;0;1;0;1;1;1
P021;Farmasi;76;99;64;93;85;84;82;80;82;0;1;1;0;0;0;0
P022;Farmasi;78;98;60;92;81;81;79;95;90;0;1;1;0;1;1;0
P023;Farmasi;74;91;64;97;76;90;75;92;83;0;0;0;0;1;1;1
P024;Farmasi;79;100;61;91;81;90;77;87;88;0;0;1;0;1;1;1
P025;Farmasi;77;99;62;95;81;83;72;94;80;0;0;1;0;0;0;1
P026;Farmasi;71;95;67;92;84;83;71;82;94;1;0;1;0;1;1;1
P027;Farmasi;78;90;68;100;79;90;85;80;84;0;0;1;0;1;1;1
P028;Farmasi;70;95;66;95;77;80;71;95;95;1;0;1;1;1;1;1
P029;Farmasi;79;98;63;98;77;89;81;92;85;0;0;1;0;1;1;1
P030;Farmasi;80;97;67;92;77;90;70;93;84;1;1;1;0;1;1;1
P031;Farmasi;79;98;65;90;85;80;77;82;91;0;0;1;0;1;1;1
P032;Farmasi;76;97;69;97;78;89;74;93;94;0;0;1;0;0;1;1
P033;Farmasi;73;96;60;100;80;82;77;81;80;0;1;1;0;1;1;1
P034;Farmasi;70;99;62;90;79;83;76;80;82;0;0;1;0;1;0;1
P035;Farmasi;79;90;66;92;76;80;77;84;82;0;0;1;0;1;1;1
P036;Farmasi;77;92;63;91;76;87;78;92;89;0;0;1;1;1;0;1
P037;Farmasi;71;94;66;93;75;88;85;85;81;0;0;1;1;1;1;0
P038;Farmasi;76;100;60;93;85;87;74;86;95;0;0;0;0;1;0;1
P039;Farmasi;75;97;64;93;83;88;76;84;84;0;0;0;0;0;1;0
P040;Farmasi;72;100;67;97;77;81;81;94;91;0;0;1;0;1;1;1
P041;Farmasi;79;94;64;100;77;85;78;86;95;0;0;0;0;1;1;1
P042;Farmasi;78;100;66;91;76;85;79;93;94;1;0;1;0;1;1;1
P043;Farmasi;77;95;70;93;75;83;72;90;94;0;0;0;0;0;1;1
P044;Farmasi;78;93;70;98;80;87;74;85;82;0;0;1;0;1;1;1
P045;Farmasi;78;94;69;100;76;85;78;83;95;0;1;0;0;1;0;1
P046;Farmasi;80;92;63;90;79;82;80;89;88;0;0;1;0;1;1;1
P047;Farmasi;73;96;63;97;76;89;72;84;82;1;0;0;0;1;1;1
P048;Farmasi;80;94;67;100;80;83;71;95;83;0;0;1;0;1;1;1
P049;Farmasi;71;91;60;94;76;88;76;93;87;0;1;1;0;0;1;1
P050;Farmasi;70;93;63;90;81;85;78;83;95;0;0;1;0;1;1;0
P051;Farmasi;78;95;62;97;81;85;81;94;90;0;0;0;0;1;1;1
P052;Farmasi;74;91;62;95;78;89;84;85;85;0;0;0;0;0;1;1
P053;Farmasi;70;100;66;91;79;81;78;94;86;0;0;0;0;1;1;1
P054;Farmasi;79;100;65;98;75;80;82;87;86;0;0;0;0;1;1;0
P055;Farmasi;77;91;64;92;83;84;85;91;85;0;0;1;0;1;1;1
P056;Farmasi;77;96;68;98;77;88;81;83;92;0;0;0;1;1;1;0
P057;Farmasi;78;97;60;100;76;88;77;87;95;1;0;1;0;1;1;0
P058;Farmasi;72;97;64;96;75;85;85;82;93;1;1;0;0;1;1;1
P059;Farmasi;76;97;70;91;85;81;77;92;86;0;0;1;0;1;1;1
P060;Farmasi;78;99;65;95;77;81;78;93;93;0;0;0;0;1;1;0
P061;Farmasi;75;99;65;97;84;81;75;90;93;0;0;1;1;1;1;1
P062;Farmasi;77;99;66;97;83;81;71;86;92;0;0;0;0;1;0;1
P063;Farmasi;74;95;69;97;80;81;83;86;84;1;0;1;1;1;1;1
P064;Farmasi;75;95;68;95;81;89;79;92;82;0;0;1;0;1;1;1
P065;Farmasi;74;96;64;94;79;82;75;91;92;0;0;1;0;1;1;1
P066;Farmasi;72;92;70;99;85;86;79;95;90;0;0;1;0;1;1;1
P067;Farmasi;73;97;65;99;75;88;75;94;95;1;0;1;0;1;1;0
P068;Farmasi;71;94;70;90;80;89;73;84;81;0;0;0;0;0;1;1
P069;Farmasi;77;98;63;100;79;89;83;83;83;0;0;1;0;1;1;0
P070;Farmasi;74;96;63;95;79;88;76;85;82;0;0;1;0;1;0;0
P071;Farmasi;76;96;60;93;83;83;84;91;86;0;0;1;0;1;1;1
P072;Farmasi;78;91;63;100;77;83;83;89;89;0;1;1;0;1;0;0
P073;Farmasi;75;97;66;96;76;86;77;81;83;0;0;1;0;1;1;0
P074;Farmasi;79;100;63;92;83;85;85;93;86;0;0;1;0;1;1;1
P075;Farmasi;70;92;62;97;81;85;84;87;80;0;1;0;0;1;1;1
P076;Farmasi;70;96;66;91;82;82;85;95;93;0;0;0;0;0;1;1
P077;Farmasi;70;92;68;91;77;83;79;94;95;0;1;1;0;1;1;1
P078;Farmasi;80;96;62;90;81;87;76;83;85;0;0;1;0;0;1;1
P079;Farmasi;75;100;62;96;75;83;73;80;81;0;0;1;0;1;1;0
P080;Farmasi;76;95;67;96;78;81;78;95;95;0;0;1;0;1;1;0
P081;Farmasi;78;93;70;97;84;82;79;92;83;0;1;0;1;1;0;1
P082;Farmasi;76;93;63;90;84;90;76;83;95;0;0;1;0;0;1;1
P083;Farmasi;77;96;62;100;81;81;76;87;82;0;0;1;0;1;1;1
P084;Farmasi;73;98;61;90;81;84;74;88;83;0;1;1;0;1;0;0
P085;Farmasi;76;92;70;98;82;84;82;90;92;0;0;1;0;1;0;1
P086;Farmasi;73;92;68;94;80;90;73;94;89;0;0;1;0;1;0;0
P087;Farmasi;73;90;69;91;75;88;83;91;90;1;0;1;0;1;1;1
P088;Farmasi;75;90;70;93;79;88;85;87;84;0;0;1;0;1;0;1
P089;Farmasi;74;95;65;100;76;86;82;83;92;0;1;1;0;1;0;0
P090;Farmasi;71;90;64;99;84;86;78;85;83;0;0;1;1;1;1;1
P091;Farmasi;73;96;61;96;77;84;77;93;89;0;0;0;1;0;0;1
P092;Farmasi;74;98;61;95;75;81;78;82;80;0;0;1;0;1;1;1
P093;Farmasi;79;97;63;99;83;86;75;85;85;0;0;1;1;0;1;1
P094;Farmasi;71;92;69;91;78;84;74;93;86;1;0;1;0;1;1;0
P095;Farmasi;80;96;62;100;83;82;83;89;94;0;0;1;0;0;0;1
P096;Farmasi;80;95;60;92;82;82;70;92;88;0;0;1;0;1;1;1
P097;Farmasi;76;94;70;93;85;80;77;92;81;0;0;1;0;1;1;1
P098;Farmasi;70;96;61;97;84;84;83;81;95;0;0;1;0;1;1;1
P099;Farmasi;74;96;69;96;77;89;75;86;85;0;0;1;0;1;1;1
P100;Farmasi;79;100;65;98;75;80;74;82;95;1;1;1;1;1;1;1
P101;Farmasi;75;94;61;90;79;82;79;88;94;1;0;1;0;1;0;1
P102;Farmasi;78;90;69;91;76;82;80;88;93;0;1;1;1;1;1;1
P103;Farmasi;76;99;70;96;83;88;77;85;85;0;0;1;1;1;1;1
P104;Farmasi;70;96;69;96;76;83;76;80;85;1;1;1;0;1;1;0
P105;Farmasi;80;98;70;94;79;85;72;90;93;0;0;1;1;1;1;1
P106;Farmasi;80;94;68;92;80;87;80;83;83;1;0;1;0;1;1;1
P107;Farmasi;79;94;64;100;80;89;74;83;87;0;0;0;1;1;0;1
P108;Farmasi;76;92;61;99;85;88;77;82;81;0;0;1;1;0;1;1
P109;Farmasi;75;90;67;100;82;85;81;81;81;0;1;1;1;1;1;1
P110;Farmasi;74;95;64;93;77;88;73;87;90;1;0;1;0;1;1;0
P111;Farmasi;80;96;70;96;84;89;85;81;95;0;0;1;0;1;1;1
P112;Farmasi;71;94;67;100;85;86;73;87;85;0;0;1;0;1;1;1
P113;Farmasi;75;93;68;93;81;82;82;92;80;0;0;1;1;0;1;1
P114;Farmasi;75;98;64;93;82;86;81;93;81;0;0;1;0;1;1;1
P115;Farmasi;72;90;70;92;77;80;83;85;95;0;0;0;0;1;1;1
P116;Farmasi;77;99;66;99;76;85;83;90;80;0;1;1;0;1;0;1
P117;Farmasi;71;99;66;96;79;90;75;87;84;0;1;0;0;1;1;1
P118;Farmasi;77;90;70;94;84;85;75;89;87;0;0;1;1;1;1;0
P119;Farmasi;77;96;68;90;79;87;81;83;90;1;0;1;0;1;1;1
P120;Farmasi;75;90;67;99;85;84;76;89;83;1;0;1;0;1;1;1
P121;Farmasi;73;97;67;92;82;90;77;89;84;0;0;0;0;1;1;1
P122;Farmasi;80;91;69;98;80;87;83;89;80;1;0;1;0;1;1;1
P123;Farmasi;78;96;64;93;84;89;77;95;85;1;0;1;0;1;1;0
P124;Farmasi;71;100;61;99;84;87;75;82;86;0;0;1;1;1;0;1
P125;Farmasi;79;97;62;96;80;81;84;89;93;1;0;1;0;1;0;1
P126;Farmasi;73;95;70;90;75;83;84;82;81;0;1;1;1;1;1;1
P127;Farmasi;70;99;64;92;77;83;73;89;91;0;0;1;0;1;0;1
P128;Farmasi;73;92;68;99;84;85;84;85;92;0;0;1;0;1;0;0
P129;Farmasi;72;100;63;98;75;84;75;88;81;0;0;1;0;1;1;1
P130;Farmasi;70;98;63;94;75;90;75;87;86;0;0;1;0;0;1;1
P131;Farmasi;71;92;61;99;81;80;85;90;83;0;1;1;0;1;1;0
P132;Farmasi;70;96;66;96;85;80;83;88;86;1;0;0;0;0;1;1
P133;Farmasi;72;91;69;97;81;87;77;87;91;0;0;1;0;1;1;0
P134;Farmasi;77;97;63;100;79;84;82;92;82;0;0;1;0;0;0;1
P135;Farmasi;79;91;70;91;84;85;73;89;80;1;0;1;0;1;1;1
P136;Farmasi;76;97;66;100;82;89;71;84;89;0;0;1;0;0;1;1
P137;Farmasi;73;90;65;100;81;87;74;89;91;0;0;1;0;1;1;0
P138;Farmasi;75;94;63;95;77;83;82;91;80;0;0;1;1;1;0;0
P139;Farmasi;79;96;65;97;77;90;74;90;84;0;0;1;0;1;1;1
P140;Farmasi;80;94;65;100;83;86;82;80;94;0;0;1;1;0;0;1
P141;Farmasi;72;96;62;96;85;88;82;91;90;0;1;0;1;1;1;1
P142;Farmasi;72;94;65;91;77;87;81;85;84;1;0;1;0;1;1;1
P143;Farmasi;75;99;70;99;81;82;83;93;81;0;0;1;0;1;1;0
P144;Farmasi;73;94;68;93;79;81;72;84;81;0;0;1;0;1;1;0
P145;Farmasi;70;93;62;96;78;81;73;92;89;0;0;1;0;1;1;1
P146;Farmasi;74;93;70;94;79;82;83;80;80;0;0;1;1;1;1;1
P147;Farmasi;74;99;67;100;81;84;83;89;86;0;0;1;0;1;1;1
P148;Farmasi;71;94;62;95;83;85;70;84;88;0;1;0;0;1;1;1
P149;Farmasi;71;98;64;99;83;81;75;82;80;1;0;1;0;1;1;0
P150;Farmasi;76;92;60;96;79;86;73;82;93;0;1;1;0;1;1;1
P151;Farmasi;73;99;61;90;84;90;75;92;84;0;0;1;1;1;1;1
P152;Farmasi;70;95;65;99;79;80;72;94;84;0;1;1;1;1;1;1
P153;Farmasi;70;93;69;92;79;81;81;90;88;0;0;0;0;1;1;1
P154;Farmasi;75;97;70;100;81;81;75;91;93;0;1;1;0;1;1;0
P155;Farmasi;72;90;62;93;77;89;72;91;87;0;0;1;1;1;0;1
P156;Farmasi;72;92;62;97;78;82;75;83;87;1;0;1;0;1;1;1
P157;Farmasi;76;99;68;90;79;83;73;85;80;0;1;0;0;1;1;0
P158;Farmasi;72;99;69;100;78;80;75;87;86;0;0;1;1;1;0;1
P159;Farmasi;76;95;66;95;83;86;81;91;89;0;1;1;1;0;1;1
P160;Farmasi;74;90;67;90;80;84;74;84;95;1;0;1;1;1;1;1
P161;Farmasi;76;98;63;98;78;85;72;89;86;0;0;1;1;1;1;1
P162;Farmasi;79;92;63;99;79;85;79;81;91;1;1;1;0;1;1;1
P163;Farmasi;77;96;63;95;84;84;76;95;86;0;0;1;0;1;1;1
P164;Farmasi;78;94;64;92;83;81;82;86;86;1;0;1;0;1;0;1
P165;Farmasi;79;100;60;98;85;88;70;83;92;0;0;1;0;1;1;1
P166;Farmasi;70;94;64;97;76;87;74;93;92;0;1;1;0;1;1;1
P167;Farmasi;80;98;62;100;85;87;77;88;83;0;0;1;0;1;1;0
P168;Farmasi;79;92;63;94;78;86;73;80;92;0;0;1;0;1;1;0
P169;Farmasi;80;92;68;92;76;80;71;80;84;0;0;1;0;1;1;1
P170;Farmasi;76;95;70;94;78;90;83;91;88;1;0;1;1;1;1;0
P171;Farmasi;73;98;68;90;78;80;70;93;94;0;0;1;0;1;1;1
P172;Farmasi;72;97;68;96;77;86;75;89;90;0;0;1;0;1;1;1
P173;Farmasi;77;96;66;98;77;86;80;89;95;1;0;1;0;1;1;1
P174;Farmasi;72;96;63;90;77;88;71;80;87;1;0;1;0;1;0;1
P175;Farmasi;79;91;62;93;77;87;78;81;87;0;0;1;0;1;1;1
P176;Farmasi;80;97;63;91;84;86;79;94;90;0;0;1;0;1;1;1
P177;Farmasi;71;93;67;91;82;90;75;84;80;0;0;1;0;1;1;1
P178;Farmasi;70;98;62;98;83;83;79;95;89;1;0;0;0;1;1;1
P179;Farmasi;76;97;60;94;76;85;77;87;95;0;0;0;0;1;1;1
P180;Farmasi;72;90;60;95;76;87;74;91;94;1;0;1;0;1;1;1
P181;Farmasi;73;93;68;97;80;82;81;83;86;1;0;1;0;1;1;1
P182;Farmasi;77;100;60;98;76;85;72;89;93;0;0;0;0;1;1;1
P183;Farmasi;75;93;68;93;85;81;83;80;83;0;0;1;0;0;0;0
P184;Farmasi;72;91;69;94;77;84;77;83;93;0;0;1;0;1;1;1
P185;Farmasi;71;90;60;94;80;88;70;89;81;0;0;0;0;1;0;1
P186;Farmasi;79;96;61;99;84;85;76;89;90;1;0;0;1;1;1;1
P187;Farmasi;77;95;70;99;83;86;82;85;90;0;0;1;1;0;1;1
P188;Farmasi;73;96;65;92;81;80;83;87;81;0;0;1;0;0;1;1
P189;Farmasi;79;90;62;98;81;84;76;81;95;0;1;1;0;1;0;1
P190;Farmasi;77;91;66;96;75;89;79;94;80;0;0;0;1;1;1;1
P191;Farmasi;72;98;65;93;75;90;78;84;83;1;0;1;0;1;0;1
P192;Farmasi;79;100;67;93;76;80;80;86;87;0;0;1;0;1;1;1
P193;Farmasi;77;95;69;95;78;89;78;85;81;0;1;0;1;1;1;1
P194;Farmasi;70;96;63;99;84;86;85;89;95;1;0;1;1;0;1;1
P195;Farmasi;77;98;65;99;77;85;71;95;80;1;0;1;0;1;1;1
P196;Farmasi;80;92;63;91;82;83;76;89;91;1;0;0;0;1;1;0
P197;Farmasi;77;93;69;95;75;82;70;89;90;0;1;0;1;0;1;1
P198;Farmasi;71;96;64;92;84;87;84;80;87;0;0;0;0;1;0;0
P199;Farmasi;80;95;63;92;79;84;75;95;88;0;0;1;0;1;1;0
P200;Farmasi;73;95;67;92;78;81;72;95;93;1;0;1;1;1;1;1
P201;Farmasi;71;96;70;98;80;90;74;93;87;0;0;0;0;0;0;0
P202;Farmasi;77;99;67;91;80;80;82;87;95;0;0;1;0;1;1;1
P203;Farmasi;76;94;66;99;78;82;76;93;91;0;1;1;0;0;1;1
P204;Farmasi;76;96;62;95;78;80;73;95;81;0;0;1;0;1;1;0
P205;Farmasi;78;96;60;100;85;86;70;86;95;0;0;1;0;1;0;1
P206;Farmasi;80;92;65;100;77;87;83;83;94;0;1;0;0;1;1;0
P207;Farmasi;71;95;60;99;79;82;73;93;84;0;0;0;0;1;1;1
P208;Farmasi;73;92;68;93;84;83;76;93;83;1;0;1;0;1;0;0
P209;Farmasi;73;99;62;98;77;90;83;89;91;0;0;1;1;1;1;1
P210;Farmasi;71;90;64;91;76;90;78;87;89;0;0;1;0;1;1;1
P211;Farmasi;77;94;69;90;79;86;72;83;86;0;0;0;0;1;1;0
P212;Farmasi;70;100;61;99;82;81;73;85;83;1;0;1;0;0;1;1
P213;Farmasi;73;95;64;99;77;83;71;85;91;0;0;1;0;0;1;1
P214;Farmasi;70;90;63;92;79;88;76;95;82;0;0;1;0;1;1;1
P215;Farmasi;77;91;68;100;80;88;76;89;89;0;1;1;0;0;0;1
P216;Farmasi;75;96;61;90;75;83;84;92;80;0;1;0;0;1;1;0
P217;Farmasi;70;91;64;91;77;90;73;89;93;1;0;1;0;1;1;0
P218;Farmasi;72;99;69;91;83;83;83;88;90;0;0;1;0;0;1;0
P219;Farmasi;78;98;60;100;75;80;73;85;81;1;1;1;0;1;0;1
P220;Farmasi;80;92;60;93;85;80;77;92;94;0;0;1;0;1;1;1
P221;Farmasi;78;94;61;94;76;82;72;93;93;0;0;1;0;1;1;1
P222;Farmasi;79;98;63;98;80;90;76;93;94;0;0;1;0;1;0;1
P223;Farmasi;70;99;60;98;82;83;84;90;94;0;0;1;0;0;0;1
P224;Farmasi;70;90;69;99;76;83;78;89;91;0;1;1;0;1;0;1
P225;Farmasi;71;95;69;93;78;85;72;85;82;0;0;1;0;0;1;1
P226;Farmasi;74;99;68;98;77;89;70;85;85;0;0;1;0;1;1;0
P227;Farmasi;80;99;67;91;81;84;73;95;86;0;0;1;0;1;1;1
P228;Farmasi;76;93;63;100;82;81;73;95;89;1;1;0;0;1;1;1
P229;Farmasi;74;98;64;98;82;84;70;85;87;0;0;0;0;1;1;1
P230;Farmasi;79;92;68;91;84;90;74;95;89;1;0;1;0;1;1;1
P231;Farmasi;77;99;67;92;84;82;81;89;87;0;0;1;0;1;1;1
P232;Farmasi;70;98;62;97;81;83;74;81;92;0;0;1;0;0;1;0
P233;Farmasi;74;100;68;94;77;86;81;85;85;0;0;1;0;1;1;1
P234;Farmasi;70;92;64;99;75;90;83;95;87;0;0;1;0;0;1;1
P235;Farmasi;71;92;67;99;83;84;75;84;81;0;0;0;0;1;1;1
P236;Farmasi;77;97;62;90;79;82;71;94;92;0;0;1;0;0;1;0
P237;Farmasi;80;100;66;97;81;80;71;81;86;0;0;1;0;1;0;1
P238;Farmasi;70;93;68;96;79;89;78;91;93;0;0;1;0;1;1;1
P239;Farmasi;77;90;64;98;85;90;83;88;94;0;0;1;1;1;0;1
P240;Farmasi;73;94;64;99;81;84;76;93;92;1;0;1;0;0;1;1
P241;Farmasi;76;93;70;95;83;82;74;88;91;0;0;1;1;0;1;0
P242;Farmasi;74;99;69;98;78;87;72;83;92;0;0;1;1;1;1;1
P243;Farmasi;79;93;67;96;85;86;70;85;95;0;0;1;0;1;1;1
P244;Farmasi;72;96;60;99;79;90;76;95;92;0;1;1;0;0;1;1
P245;Farmasi;71;98;66;93;75;85;84;87;87;0;0;1;0;1;1;1
P246;Farmasi;78;91;67;99;81;82;74;84;82;0;1;1;0;1;1;1
P247;Farmasi;71;91;69;92;75;87;79;93;94;0;1;1;0;0;1;1
P248;Farmasi;76;93;62;93;79;86;84;87;86;0;0;0;0;1;1;1
P249;Farmasi;80;96;60;93;78;84;82;95;93;1;0;0;0;0;1;1
P250;Farmasi;73;96;62;92;76;88;83;88;83;0;0;1;0;1;1;0
P251;Farmasi;70;99;60;92;84;89;71;93;93;0;0;1;0;1;1;1
P252;Farmasi;73;97;63;97;75;83;73;95;84;0;0;1;0;1;0;1
P253;Farmasi;80;100;66;94;75;83;70;89;94;0;0;1;0;0;0;0
P254;Farmasi;71;99;70;100;81;89;83;92;81;0;0;1;0;0;0;1
P255;Farmasi;76;99;60;94;85;86;70;83;83;0;0;1;0;1;1;1
P256;Farmasi;77;93;66;91;78;87;73;80;92;0;0;1;1;0;1;1
P257;Farmasi;71;98;68;95;81;85;75;88;82;0;0;1;1;0;1;1
P258;Farmasi;72;98;66;93;80;82;85;92;86;0;0;0;1;1;1;1
P259;Farmasi;71;96;61;99;81;86;84;82;91;1;0;1;0;1;1;1
P260;Farmasi;79;97;65;91;80;84;72;87;80;1;0;1;1;1;0;0
P261;Farmasi;76;96;70;98;85;83;75;86;82;0;0;1;1;1;1;0
P262;Farmasi;71;100;62;100;77;82;75;88;85;0;0;1;1;1;1;1
P263;Farmasi;77;96;61;92;79;85;80;80;91;0;1;1;0;1;1;1
P264;Farmasi;70;97;67;96;80;80;76;94;83;0;0;1;0;1;0;1
P265;Farmasi;71;92;62;99;75;81;83;91;86;0;0;1;0;1;0;1
P266;Farmasi;80;90;64;99;77;84;72;93;89;0;0;1;0;1;1;1
P267;Farmasi;79;90;61;91;78;82;75;81;92;1;0;1;0;0;1;0
P268;Farmasi;71;91;61;94;75;84;85;80;84;0;0;1;0;1;1;1
P269;Farmasi;74;97;70;100;85;88;74;85;92;0;1;1;0;1;1;1
P270;Farmasi;71;96;70;97;83;86;73;83;90;0;1;1;0;1;1;1
P271;Farmasi;70;94;63;90;85;80;72;80;88;0;1;1;0;1;1;1
P272;Farmasi;75;90;60;92;76;82;83;85;90;0;0;1;0;1;1;0
P273;Farmasi;70;98;65;98;85;82;85;83;91;0;0;0;0;1;1;0
P274;Farmasi;74;95;61;93;81;88;81;85;91;1;0;1;0;1;1;1
P275;Farmasi;74;94;60;90;79;90;78;90;84;0;0;1;0;0;1;1
P276;Farmasi;77;100;68;96;85;82;83;88;95;0;0;0;0;1;0;1
P277;Farmasi;71;94;67;90;77;83;84;82;92;1;0;1;1;0;1;1
P278;Farmasi;74;95;66;95;80;89;73;90;92;0;0;1;0;1;1;1
P279;Farmasi;70;97;63;90;83;90;85;85;84;0;0;1;0;1;1;0
P280;Farmasi;73;91;60;95;84;84;78;93;91;0;0;1;1;0;1;0
P281;Farmasi;75;94;67;100;80;81;78;89;90;0;0;1;1;1;1;1
P282;Farmasi;80;92;65;96;79;82;78;86;91;1;0;1;0;0;1;1
P283;Farmasi;73;99;61;90;80;87;70;80;89;0;0;1;1;1;1;1
P284;Farmasi;79;93;62;94;78;87;76;93;92;0;0;1;1;1;1;1
P285;Farmasi;80;98;68;100;76;83;76;83;80;0;0;1;0;1;1;1
P286;Farmasi;75;91;67;90;79;88;79;93;85;0;0;0;0;0;1;1
P287;Farmasi;74;93;62;94;75;90;81;84;95;0;0;0;0;1;1;0
P288;Farmasi;71;91;66;96;83;82;82;90;82;1;1;1;1;0;1;0
P289;Farmasi;70;95;68;94;80;80;77;90;87;0;0;1;0;1;1;1
P290;Farmasi;79;93;69;99;84;88;77;90;81;0;0;1;0;0;1;1
P291;Farmasi;72;92;67;100;82;81;74;81;93;0;0;0;0;1;1;1
P292;Farmasi;75;94;62;97;76;84;74;89;83;1;1;1;0;1;1;1
P293;Farmasi;71;98;66;92;78;85;71;93;85;0;1;1;0;1;1;1
P294;Farmasi;77;95;61;99;75;83;73;88;95;0;1;1;1;1;1;1
P295;Farmasi;79;93;70;92;81;89;80;94;93;0;0;1;0;1;0;0
P296;Farmasi;77;92;68;97;82;84;77;81;94;0;0;0;0;1;0;1
P297;Farmasi;75;100;67;94;75;90;80;94;91;0;1;1;0;1;0;1
P298;Farmasi;72;92;67;96;82;86;83;80;85;0;0;1;0;1;1;1
P299;Farmasi;72;91;68;92;84;84;84;89;80;0;0;1;0;1;1;1
P300;Farmasi;75;97;61;100;81;81;73;80;85;0;0;0;0;1;1;1
P301;Farmasi;73;97;68;99;83;90;73;86;80;0;1;1;1;1;1;1
P302;Farmasi;74;92;64;92;76;83;84;89;84;0;0;1;0;1;1;1
P303;Farmasi;80;97;61;97;84;89;74;95;80;1;0;1;1;1;0;1
P304;Farmasi;70;100;70;97;82;85;83;89;87;0;1;1;0;1;1;1
P305;Farmasi;78;99;63;90;75;84;74;84;91;0;0;1;0;1;1;1
P306;Farmasi;79;95;64;95;79;82;72;83;93;1;0;1;0;1;0;0
P307;Farmasi;79;92;64;97;82;80;84;95;93;1;0;1;1;1;1;1
P308;Farmasi;75;98;61;98;79;84;76;90;87;0;0;1;0;0;1;1
P309;Farmasi;79;100;69;92;80;83;74;84;86;0;0;1;1;1;0;1
P310;Farmasi;72;97;63;95;84;87;73;89;84;0;0;1;0;1;0;1
P311;Farmasi;77;97;65;90;85;82;76;85;91;0;0;1;1;1;1;1
P312;Farmasi;74;99;70;96;77;83;75;85;86;0;0;1;0;1;1;1
P313;Farmasi;74;90;70;94;84;80;74;94;89;0;0;1;0;1;0;1
P314;Farmasi;73;95;68;92;75;86;77;95;84;0;0;1;0;1;1;1
P315;Farmasi;80;92;63;95;81;86;75;86;89;0;0;1;0;1;1;1
P316;Farmasi;74;95;60;93;85;89;70;80;94;0;0;0;1;1;1;0
P317;Farmasi;70;91;66;98;80;83;84;88;82;0;1;1;0;1;1;1
P318;Farmasi;79;93;62;100;85;88;79;92;82;0;0;1;1;1;0;1
P319;Farmasi;79;94;64;96;81;87;76;83;92;0;1;1;1;1;1;1
P320;Farmasi;77;92;64;98;84;88;84;88;91;0;0;1;0;1;0;1
P321;Farmasi;71;90;70;91;83;84;71;82;92;0;0;1;0;1;1;1
P322;Farmasi;80;91;70;93;75;89;83;93;80;1;0;1;0;0;1;1
P323;Farmasi;80;95;70;98;79;86;80;91;88;1;0;1;0;1;1;0
P324;Farmasi;70;99;62;93;80;87;81;83;81;0;0;1;0;0;1;1
P325;Farmasi;76;90;65;99;77;90;81;90;87;0;1;1;1;1;1;1
P326;Farmasi;76;98;61;96;83;83;71;92;88;0;0;1;0;1;1;1
P327;Farmasi;80;92;61;94;77;88;78;81;89;0;1;1;0;0;1;0
P328;Farmasi;79;90;68;96;80;85;81;87;85;0;0;0;0;1;1;1
P329;Farmasi;71;93;67;92;78;89;76;94;89;0;0;0;0;0;1;0
P330;Farmasi;79;99;66;98;78;82;80;82;87;0;0;0;1;1;0;0
P331;Farmasi;72;95;65;90;76;86;85;87;88;0;0;1;1;1;1;0
P332;Farmasi;73;96;63;98;81;83;84;95;87;1;1;1;0;1;1;1
P333;Farmasi;77;96;67;98;82;80;84;94;90;0;1;1;0;1;1;0
P334;Farmasi;76;96;61;100;80;87;85;89;92;0;1;0;1;1;1;0
P335;Farmasi;74;100;66;93;85;84;71;80;87;1;0;1;0;1;1;1
P336;Farmasi;77;98;65;90;77;85;76;82;92;1;1;1;0;1;1;1
P337;Farmasi;70;100;65;90;78;86;85;87;83;0;0;1;0;0;1;1
P338;Farmasi;71;98;66;99;80;86;77;86;95;0;1;1;0;1;1;1
P339;Farmasi;72;94;60;99;84;89;76;90;93;0;0;1;0;0;1;0
P340;Farmasi;77;92;63;99;80;80;80;87;95;0;0;1;0;1;1;1
P341;Farmasi;78;95;70;100;82;81;85;85;82;0;0;1;0;1;1;1
